	Signature.1	Signature.2	Signature.13	Signature.3	Signature.8	Signature.5	Signature.18	Signature.17	Signature.6	Signature.15	Signature.20	Signature.26	Signature.30
SD0986 0.3347355 0 0.1271865 0.4519679 0 0 0 0 0 0 0 0 0
SD0693 0.4033382 0 0 0.1751277 0 0 0 0 0.3295428 0 0 0 0
SD1005 0.4301896 0 0 0.5376546 0 0 0 0 0 0 0 0 0
SD1572 0.6919841 0.2963723 0 0 0 0 0 0 0 0 0 0 0
SD0062 0.2635547 0.1185316 0.2006585 0.3650584 0 0 0 0 0 0 0 0 0
SD0951 0.2794212 0.09356131 0 0.3846581 0.1395512 0 0 0 0 0.07652277 0 0 0
SD0492 0.9444614 0 0 0 0 0 0 0 0 0 0 0 0
SD0177_Rt 0.3772451 0.3065355 0.2598138 0 0 0 0 0 0 0 0 0 0
SD0093 0.5073237 0.2806885 0.1262697 0.08571813 0 0 0 0 0 0 0 0 0
SD0403 0 0.1980867 0.2386977 0.3674616 0 0 0 0 0.1352462 0.06050787 0 0 0
SD0594 0.4407819 0 0 0.4252167 0 0 0 0 0 0.07922463 0 0 0
SD1544 0.627895 0.1856218 0.1864832 0 0 0 0 0 0 0 0 0 0
SD0423 0.5165646 0 0 0.2958344 0 0 0 0 0.08358799 0 0 0 0
SD0613 0.3724223 0.2943101 0.3191602 0 0 0 0 0 0 0 0 0 0
SD1406 0.5833515 0.4166485 0 0 0 0 0 0 0 0 0 0 0
SD0665 0.3431424 0 0 0.6143262 0 0 0 0 0 0 0 0 0
SD1198 0.4858856 0.2490261 0.1662061 0 0 0 0.06217047 0 0 0 0 0 0
SD0385 0.721701 0.278299 0 0 0 0 0 0 0 0 0 0 0
SD0884 0.9504219 0 0 0 0 0 0 0 0 0 0 0 0
SD1224 0.6116457 0.2150075 0.1336326 0 0 0 0 0 0 0 0 0 0
SD1036 0.4760269 0 0.1000595 0.2562752 0 0.1097786 0 0 0 0 0 0 0
SD1503 0.3988315 0.3125209 0.2000936 0.088554 0 0 0 0 0 0 0 0 0
SD1032 0.7015354 0.1482733 0.1330172 0 0 0 0 0 0 0 0 0 0
SD0354 0.4072698 0 0.0626727 0.241877 0.07764108 0 0 0 0 0.1774806 0 0 0
SD1447 0.3874442 0.1224894 0.1044895 0 0.2387419 0 0 0 0 0.146835 0 0 0
SD1489 0.5522412 0 0 0 0.08273875 0.2804316 0 0 0 0 0 0 0
SD1589 0.4429277 0.2041986 0.2557162 0.09715752 0 0 0 0 0 0 0 0 0
SD0372 0.2313644 0 0 0.4859926 0 0.07218865 0 0 0 0.1030923 0 0.09779366 0
SD1204 0.2935106 0.07911758 0 0.4425651 0 0 0.08758924 0 0 0 0 0 0
SD1284 1 0 0 0 0 0 0 0 0 0 0 0 0
SD1095 0.662789 0.07811079 0.09570808 0 0.1026102 0 0 0 0 0 0 0.06078198 0
SD1266 0.7375358 0.1767698 0.08569434 0 0 0 0 0 0 0 0 0 0
SD0342 0 0 0 0.7314377 0 0 0 0 0.1543376 0 0 0 0
SD1530 0.3128871 0 0.1145992 0.09470743 0 0.203498 0.0700205 0 0.1733053 0 0 0 0
SD1070 0.4934339 0.3498606 0.1567055 0 0 0 0 0 0 0 0 0 0
SD0271 0.6648178 0 0 0.256276 0 0 0 0 0 0 0 0 0
SD1247 0.5256426 0 0 0.3647462 0 0 0 0 0 0 0 0.09588079 0
SD0052 0.4674075 0.3353917 0.1972007 0 0 0 0 0 0 0 0 0 0
SD0442 1 0 0 0 0 0 0 0 0 0 0 0 0
SD0163 0.3570635 0 0 0.5052195 0 0 0 0 0 0 0 0 0
SD0195 0.4383854 0 0 0.409233 0 0 0 0 0 0 0 0.1523816 0
SD1169 0.8720607 0.108573 0 0 0 0 0 0 0 0 0 0 0
SD0983 0.1151367 0 0 0.2915125 0.1483738 0 0 0 0.1924492 0 0 0.1512857 0
SD1321 0.4827051 0 0.06824591 0.2664623 0.0833208 0 0 0 0 0 0 0.08742127 0
SD1238 0.6635639 0.2968521 0 0 0 0 0 0 0 0 0 0 0
SD0030 0.7534081 0.1741847 0.07240729 0 0 0 0 0 0 0 0 0 0
SD0954 0.7077618 0.2062705 0.08596772 0 0 0 0 0 0 0 0 0 0
SD0834 0.7356556 0.1227378 0 0 0 0 0 0 0 0 0 0.06865385 0
SD1259 0.5140149 0 0 0.397061 0 0 0 0 0 0 0 0 0
SD0176 1 0 0 0 0 0 0 0 0 0 0 0 0
SD0060 0.9401272 0 0 0 0 0 0 0 0 0 0 0 0
SD0399_Lt 0.3804045 0.3421428 0.1662615 0 0 0 0.1111912 0 0 0 0 0 0
SD0781 0.279122 0 0 0.5371055 0 0 0 0 0 0 0 0 0.1087093
SD1539 0.9489172 0 0 0 0 0 0 0 0 0 0 0 0
SD0532 0.5687348 0 0 0.2786286 0 0 0 0 0 0 0 0 0
SD0895 0.6887931 0 0 0.2852463 0 0 0 0 0 0 0 0 0
SD0533 0.7750752 0.167474 0 0 0 0 0 0 0 0 0 0 0
SD0023 1 0 0 0 0 0 0 0 0 0 0 0 0
SD0050 0.4228921 0.2270231 0.2308706 0 0 0 0 0 0 0 0 0 0.06365068
SD0225 0.8625961 0 0 0 0 0 0 0.1211707 0 0 0 0 0
SD0248 0.2644646 0.1961468 0.2757403 0 0 0 0 0 0 0 0 0 0.1938293
SD0269 0.6733793 0.2604784 0.06614227 0 0 0 0 0 0 0 0 0 0
SD0901 0.5753092 0 0.1277339 0.2693601 0 0 0 0 0 0 0 0 0
SD0012 0.6814615 0.1388134 0.1797251 0 0 0 0 0 0 0 0 0 0
SD0079 0.9509784 0 0 0 0 0 0 0 0 0 0 0 0
SD0089 0.8746229 0 0 0.1094084 0 0 0 0 0 0 0 0 0
SD0368 0.852383 0 0 0 0 0 0 0 0 0.147617 0 0 0
SD0538 0.4095396 0.2514851 0.2614122 0 0 0 0 0 0 0 0 0 0
SD0155 0.1201814 0.08207383 0.08254216 0.6650314 0 0 0 0 0 0 0 0 0
SD1522 0.465194 0.06702378 0 0.06097272 0.3814604 0 0 0 0 0 0 0 0
SD0949_Lt 0.6274768 0.2280181 0.144505 0 0 0 0 0 0 0 0 0 0
SD1408 1 0 0 0 0 0 0 0 0 0 0 0 0
SD1378 0 0 0 0.1989611 0.440023 0 0 0 0.3106414 0 0 0 0
SD0032 0.6313576 0 0 0.3634186 0 0 0 0 0 0 0 0 0
SD0799 0.5939826 0 0 0.338918 0 0 0 0 0 0 0 0 0
SD0261 0.5943322 0.1601119 0.1763919 0 0 0 0.06916402 0 0 0 0 0 0
SD0311 0.6074016 0 0 0.3877838 0 0 0 0 0 0 0 0 0
SD1583 0.3550306 0 0 0.321263 0 0 0 0 0 0 0 0.2705839 0
SD0063 0.6070472 0.1803544 0 0.07774928 0 0 0 0 0 0 0 0.08081031 0
SD0891 0.8187538 0 0.127939 0 0 0 0 0 0 0 0 0 0
SD1465 0.7702764 0 0.1831388 0 0 0 0 0 0 0 0 0 0
SD1496 0.5709527 0 0 0.3799311 0 0 0 0 0 0 0 0 0
SD1532 0.8140074 0 0.1154815 0 0 0 0 0 0 0 0 0 0.0705111
SD0059 0.5903896 0 0 0.350719 0 0 0 0 0 0 0 0 0
SD0081 0.9790997 0 0 0 0 0 0 0 0 0 0 0 0
SD0399_Rt 0.7126438 0.2786515 0 0 0 0 0 0 0 0 0 0 0
SD0971 0.9541805 0 0 0 0 0 0 0 0 0 0 0 0
SD1250 0.8636248 0 0 0.1339997 0 0 0 0 0 0 0 0 0
SD1507 0.6342202 0 0 0.255807 0 0 0 0 0 0 0 0 0
SD0033 0.1399931 0 0 0.407215 0 0 0 0 0.1718635 0.1317006 0 0.1492277 0
SD0224 1 0 0 0 0 0 0 0 0 0 0 0 0
SD0536 0.2992515 0 0 0.2913801 0 0 0 0 0.3858815 0 0 0 0
SD0721 0.2940576 0 0 0.5973065 0 0 0 0 0 0 0 0.1086359 0
SD0847 0.8324408 0 0 0 0 0 0 0 0.106255 0 0 0 0
SD0804 0.4765553 0.2103589 0.1813528 0 0 0 0 0 0 0.1060905 0 0 0
SD0888 0.5783401 0.107402 0.1572767 0 0 0 0.06907091 0 0 0.08791029 0 0 0
SD1265 0.7779138 0 0 0 0 0 0 0 0 0 0 0.08230703 0
SD1031 0.9400481 0 0 0 0 0 0 0 0 0 0 0 0
SD0083 0.5696218 0 0 0.3499548 0 0 0 0 0 0 0 0 0
SD0287 0.648533 0 0 0.08298378 0 0 0 0 0 0 0 0.2357651 0
SD0386 0.7637023 0 0 0.2285635 0 0 0 0 0 0 0 0 0
SD0560 0.7096343 0.1571037 0.133262 0 0 0 0 0 0 0 0 0 0
SD0998 0.8329053 0 0 0 0 0 0 0 0 0.1528785 0 0 0
SD1182 0.7651936 0 0 0.2348064 0 0 0 0 0 0 0 0 0
SD1365 0.7227479 0.1850077 0.09224438 0 0 0 0 0 0 0 0 0 0
SD0329 0.7237989 0.1618357 0.1143654 0 0 0 0 0 0 0 0 0 0
SD0459 1 0 0 0 0 0 0 0 0 0 0 0 0
SD0896 0.3103952 0 0 0.4709883 0.06740971 0 0 0 0 0 0 0.07127492 0
SD1199 0.3361597 0 0 0.3585915 0 0.1584283 0 0 0.1081851 0 0 0 0
SD0090 0.9943046 0 0 0 0 0 0 0 0 0 0 0 0
SD0705 0.7950265 0.1427185 0 0 0 0 0 0 0 0.06225494 0 0 0
SD0708 1 0 0 0 0 0 0 0 0 0 0 0 0
SD1174 0.7668243 0.1813714 0 0 0 0 0 0 0 0 0 0 0
SD1043 0.2521746 0 0 0.6814624 0 0 0 0 0 0 0 0 0
SD1456 0.7696018 0 0.06960796 0 0.1309374 0 0 0 0 0 0 0 0
SD1464 0.3774495 0.4577456 0.1375174 0 0 0 0 0 0 0 0 0 0
SD0141 0.2535526 0 0 0.5758329 0 0 0 0 0 0.06415513 0 0.1064594 0
SD0221 0.9887365 0 0 0 0 0 0 0 0 0 0 0 0
SD0714 1 0 0 0 0 0 0 0 0 0 0 0 0
SD0997 0.6363295 0.08561266 0 0.2383662 0 0 0 0 0 0 0 0 0
SD1023 1 0 0 0 0 0 0 0 0 0 0 0 0
SD1302 0.8374668 0.1523648 0 0 0 0 0 0 0 0 0 0 0
SD0427 0.7707519 0 0 0 0 0 0.1111231 0 0.101836 0 0 0 0
SD1054 0.3746413 0 0.1870926 0.3229822 0 0 0 0 0 0 0 0 0
SD1458 0.856804 0 0 0.1258201 0 0 0 0 0 0 0 0 0
SD0027 0.3726115 0 0.1564692 0 0 0.3599287 0 0 0 0 0.08611471 0 0
SD0316 0.1573987 0 0 0 0.2852082 0 0 0 0.06879196 0.3687309 0 0 0
SD1229 0.6266926 0 0 0 0 0.3444575 0 0 0 0 0 0 0
SD1232 1 0 0 0 0 0 0 0 0 0 0 0 0
SD1391 0.5757881 0 0.1524897 0 0 0 0 0 0 0.2152502 0 0 0
SD0464 0.8206141 0 0 0.1793859 0 0 0 0 0 0 0 0 0
SD0889 0.8974692 0 0 0 0 0 0 0 0 0.1025308 0 0 0
SD1120 0.6274223 0 0 0.255671 0 0 0 0 0.08778609 0 0 0 0
SD1418 0.8646699 0 0 0 0 0 0 0 0 0.1353301 0 0 0
SD1201 1 0 0 0 0 0 0 0 0 0 0 0 0
SD1476 0.6770747 0 0 0 0 0 0.1111552 0 0 0.1125266 0 0 0
SD0018 0.9874911 0 0 0 0 0 0 0 0 0 0 0 0
SD0108 0.8838187 0 0.06719943 0 0 0 0 0 0 0 0 0 0
SD0272 0.7646692 0.1377922 0 0 0 0 0 0 0 0 0 0 0
SD0545 0.709727 0.249829 0 0 0 0 0 0 0 0 0 0 0
SD1457 0.8062199 0.08490364 0 0 0 0 0 0.1065479 0 0 0 0 0
SD0315 0.7596767 0.09817322 0 0.09379941 0 0 0 0 0 0 0 0 0
SD0949_Rt 0.9128676 0 0 0 0 0 0 0 0 0 0 0 0
SD1078 0.4777777 0.09512512 0.1683094 0.167528 0 0 0.0912598 0 0 0 0 0 0
SD1462 0.5625242 0.317155 0.1203209 0 0 0 0 0 0 0 0 0 0
SD0066 0.6899441 0.1518748 0.1114849 0 0 0 0 0 0 0 0 0 0
SD0124 0.5198553 0 0.06461956 0.2764018 0 0 0 0 0 0.1211256 0 0 0
SD0360 0.4686707 0 0 0.4314144 0 0 0 0 0 0.08017064 0 0 0
SD1519 0.7124372 0 0 0 0 0 0.1242742 0 0 0.1155027 0 0 0
SD0422 0.7656866 0 0 0.1259699 0 0 0 0 0 0 0 0 0
SD0902 1 0 0 0 0 0 0 0 0 0 0 0 0
SD1598 0.4465368 0 0.2269831 0 0 0.1805263 0 0 0 0 0 0 0.06977212
SD0374 0.812357 0.1213006 0.06634237 0 0 0 0 0 0 0 0 0 0
SD0682 0.7563777 0 0 0 0 0 0 0 0 0.1604762 0 0.06040883 0
SD1060 0.9864237 0 0 0 0 0 0 0 0 0 0 0 0
SD1183 0.4670924 0 0 0.407864 0 0.07266827 0 0 0 0 0 0 0
SD1223 1 0 0 0 0 0 0 0 0 0 0 0 0
SD1264 0.5390414 0 0.1440005 0.2631797 0 0 0 0 0 0 0 0 0
SD1392 0.8189685 0.1566606 0 0 0 0 0 0 0 0 0 0 0
SD0825 1 0 0 0 0 0 0 0 0 0 0 0 0
SD1066 0.5230692 0 0.09393798 0.1341048 0 0 0 0 0.1340448 0 0 0 0.1148432
SD0711 0.7488917 0 0 0.1489409 0 0 0 0 0 0 0 0 0
SD0883 1 0 0 0 0 0 0 0 0 0 0 0 0
SD0892 0.6812567 0 0 0 0 0.2597992 0 0 0 0 0 0 0
SD0973 0.6775342 0 0.08079536 0.2416704 0 0 0 0 0 0 0 0 0
SD1110 1 0 0 0 0 0 0 0 0 0 0 0 0
SD0432 0.6115555 0 0 0.1405638 0 0 0 0.07181255 0.1208094 0 0 0 0
SD0800 0.9448474 0 0 0 0 0 0 0 0 0 0 0 0
SD1427 0.9149058 0 0 0 0 0 0 0 0 0 0 0 0
SD0082 0.784458 0.1469017 0 0 0 0 0 0 0 0 0 0 0
SD0171 0.4335164 0 0 0 0.1349134 0 0.1176001 0 0.2902346 0 0 0 0
SD0237 0.768679 0 0 0 0 0 0 0 0 0 0 0.1548288 0
SD1576 1 0 0 0 0 0 0 0 0 0 0 0 0
SD1591 0.6021502 0 0 0 0.3125101 0 0 0 0 0 0 0 0
SD1595 0.8460281 0 0 0.09400959 0 0 0 0 0 0 0 0 0
SD0552 0.9982917 0 0 0 0 0 0 0 0 0 0 0 0
SD0735 0.9876616 0 0 0 0 0 0 0 0 0 0 0 0
SD1180 0.3639748 0 0 0.2447936 0 0 0 0 0.3396238 0 0 0 0
SD1261 0.6974493 0.2340995 0 0 0 0 0 0 0 0 0 0 0
SD0695 1 0 0 0 0 0 0 0 0 0 0 0 0
SD0787 0.8087216 0.143079 0 0 0 0 0 0 0 0 0 0 0
SD1343 0.4249043 0.07806095 0.2139768 0.1972875 0 0 0 0 0 0 0 0 0.08577041
SD1388 0.8439761 0.08036968 0 0 0 0 0.07565422 0 0 0 0 0 0
SD0068 1 0 0 0 0 0 0 0 0 0 0 0 0
SD0482 0.6309286 0 0 0 0 0 0.0881454 0 0 0.2573746 0 0 0
SD0848 1 0 0 0 0 0 0 0 0 0 0 0 0
SD0859 0.5930754 0.2002515 0.1008281 0 0 0 0 0 0 0.09221348 0 0 0
SD0872 0.8952458 0.06228036 0 0 0 0 0 0 0 0 0 0 0
SD0249 0.7692673 0.08861366 0 0 0 0 0 0 0 0.1421191 0 0 0
SD0702 0.7571592 0 0 0.1713191 0 0 0 0 0 0 0 0 0
SD1116 0.606402 0 0 0.296298 0 0 0.09729992 0 0 0 0 0 0
SD1352 0.8882309 0 0 0 0 0 0 0 0 0 0 0.08907545 0
SD1570 0.8627589 0.07674519 0 0 0 0 0 0 0 0 0 0 0
SD0069 0 0 0.09739988 0.4576969 0 0 0 0 0 0.2676137 0 0.1139129 0
SD0084 1 0 0 0 0 0 0 0 0 0 0 0 0
SD0506 0.7898608 0.07839125 0 0 0 0 0 0 0 0 0 0 0
SD0793 0.5890577 0 0 0.2704903 0 0 0 0 0 0 0 0.06107967 0
SD0916 0.6988416 0.124185 0.1769734 0 0 0 0 0 0 0 0 0 0
SD1575 0.6211028 0 0 0.3494218 0 0 0 0 0 0 0 0 0
SD0085 0.3486042 0.09648743 0.1360879 0 0 0.3553104 0 0 0 0 0 0 0
SD0104 0.9097824 0 0 0 0 0 0 0 0 0.06377366 0 0 0
SD0717 0.6723077 0 0 0.2330924 0 0 0 0 0 0 0 0 0
SD1163 0.8521254 0.1003951 0 0 0 0 0 0 0 0 0 0 0
SD1400 0.5739913 0 0 0 0.1329378 0 0 0 0.139607 0.129952 0 0 0
SD1422 0.7527444 0 0 0 0 0 0 0 0 0 0 0.1973228 0
SD1442 0.8705636 0 0 0 0 0 0 0 0 0.1294364 0 0 0
SD0441 0.6311621 0 0 0 0 0 0 0 0 0 0 0 0.3688379
SD0568 0.5654511 0 0 0 0 0 0 0.09968463 0 0.3116593 0 0 0
SD0042 0 0 0 0.4191917 0 0.177149 0 0 0.3184259 0 0 0.06195505 0
SD0276 1 0 0 0 0 0 0 0 0 0 0 0 0
SD0530 0.8270698 0 0 0.110396 0 0 0 0 0 0 0.06253414 0 0
SD1153 1 0 0 0 0 0 0 0 0 0 0 0 0
SD1542 0.8891516 0 0.06316916 0 0 0 0 0 0 0 0 0 0
SD0350 1 0 0 0 0 0 0 0 0 0 0 0 0
SD0388 0.9927268 0 0 0 0 0 0 0 0 0 0 0 0
SD0553 0.6455312 0.09979357 0 0 0 0 0 0 0 0.2152293 0 0 0
SD0561 0.785354 0 0 0 0 0 0 0 0 0.1678014 0 0 0
SD0590 0.5702025 0 0 0.203308 0 0 0 0 0.1386675 0 0 0.07419838 0
SD0802 0.9059066 0 0 0.07399742 0 0 0 0 0 0 0 0 0
SD1038 0.7407219 0 0 0 0 0 0 0 0 0.2454988 0 0 0
SD1100 1 0 0 0 0 0 0 0 0 0 0 0 0
SD1127 0.7682976 0 0 0 0 0 0 0 0 0.1949366 0 0 0
SD1469 0.5945756 0 0.1210062 0 0 0 0 0 0 0.1533353 0 0 0
SD0158 0.9105868 0 0 0 0 0 0 0 0 0 0 0 0
SD0270 0.8440816 0.06063913 0 0 0 0 0 0 0 0.08777858 0 0 0
SD0715 0.6986434 0 0 0 0 0.2845909 0 0 0 0 0 0 0
SD0756 1 0 0 0 0 0 0 0 0 0 0 0 0
SD0874 0.8229525 0 0 0 0 0 0 0 0 0.1770475 0 0 0
SD0989 0.6172386 0 0.08227784 0 0 0 0.1826408 0 0 0.1178428 0 0 0
SD1034 0.6510921 0 0 0 0 0 0 0 0 0.3232569 0 0 0
SD1132 0.6936223 0 0 0 0 0 0 0 0 0.3063777 0 0 0
SD1213 0.9522382 0 0 0 0 0 0 0 0 0 0 0 0
SD1344 0.8056644 0 0 0.1413833 0 0 0 0 0 0 0 0 0
SD1452 0.7664435 0 0 0 0 0.1629168 0 0 0 0 0 0 0
SD1486 0.6245822 0 0 0.2989065 0 0 0 0 0 0 0 0 0
SD0077 0.9189948 0 0 0 0 0 0 0 0 0 0 0.06715781 0
SD0143 0.8879341 0.1120659 0 0 0 0 0 0 0 0 0 0 0
SD0289 1 0 0 0 0 0 0 0 0 0 0 0 0
SD0373 0.894288 0 0 0 0 0 0 0 0 0 0 0.07808462 0
SD0636 1 0 0 0 0 0 0 0 0 0 0 0 0
SD0907 0.9523106 0 0 0 0 0 0 0 0 0 0 0 0
SD0910 0.770749 0 0 0 0.06563601 0 0 0 0 0 0 0.1519182 0
SD0952 0.639632 0 0 0 0 0 0 0 0.2654877 0 0 0 0
SD1186 0.8662102 0 0 0 0 0 0 0 0 0.1337898 0 0 0
SD1206 0.8167816 0.0921505 0 0 0 0 0.07798611 0 0 0 0 0 0
SD1380 0.5024894 0 0.07267993 0 0 0 0 0 0.2548031 0.1700276 0 0 0
SD0850 1 0 0 0 0 0 0 0 0 0 0 0 0
SD0904 0.4014213 0 0 0.2844725 0 0 0 0 0.2130411 0 0 0 0.1010652
SD1111 0.2590079 0.08217517 0 0 0 0.2348717 0.1760774 0 0.1436987 0 0 0.1041691 0
SD1257 0.8560338 0 0 0.1275638 0 0 0 0 0 0 0 0 0
SD1313 0.90303 0 0 0 0 0 0 0 0 0 0 0 0
SD0284 0.518002 0.1839756 0.1067423 0.085333 0 0 0 0 0 0 0.1059471 0 0
SD0660 1 0 0 0 0 0 0 0 0 0 0 0 0
SD0743 0.8001555 0.09511682 0.1047277 0 0 0 0 0 0 0 0 0 0
SD1084 1 0 0 0 0 0 0 0 0 0 0 0 0
SD1482 1 0 0 0 0 0 0 0 0 0 0 0 0
SD0072 0.9531396 0 0 0 0 0 0 0 0 0 0 0 0
SD0133 1 0 0 0 0 0 0 0 0 0 0 0 0
SD0339 0.7067375 0 0 0 0 0 0.0713959 0 0 0.07017399 0 0 0.1406941
SD0503 0.6469025 0 0 0.2564744 0 0 0.09662316 0 0 0 0 0 0
SD0821 0.9536438 0 0 0 0 0 0 0 0 0 0 0 0
SD1166 0.9244785 0.0755215 0 0 0 0 0 0 0 0 0 0 0
SD1402 0.8724193 0 0 0 0 0 0 0 0.08071001 0 0 0 0
SD0074 1 0 0 0 0 0 0 0 0 0 0 0 0
SD0418 1 0 0 0 0 0 0 0 0 0 0 0 0
SD0601 0.9133811 0 0 0 0 0 0 0 0 0.08661886 0 0 0
SD0881 0.4872959 0 0.06256654 0.1819417 0.07706999 0 0 0 0 0.1227034 0 0 0
SD0988 0.6478986 0 0 0 0.090815 0 0 0 0.2612864 0 0 0 0
SD1233 0.8385962 0 0 0 0 0 0 0 0.1028099 0 0 0 0
SD1440 0.5676696 0.1825835 0 0.1424343 0 0 0 0 0 0.1073126 0 0 0
SD1468 0.799807 0.07843957 0 0 0.1162362 0 0 0 0 0 0 0 0
SD1485 0.7889539 0 0 0 0 0 0 0 0 0.1543097 0 0 0
